Time,Angle
1,-46
133,-45
155,-46
432,-45
560,-44
603,-45
1669,-46
1797,-47
1861,-48
1925,-49
1968,-50
2010,-51
2053,-52
2096,-53
2117,-54
2160,-55
2181,-56
2203,-57
2224,-58
2245,-59
2267,-61
2288,-62
2309,-63
2331,-64
2352,-66
2395,-67
2416,-68
2437,-70
2459,-71
2480,-72
2523,-74
2565,-75
2587,-76
2629,-77
2672,-78
2715,-79
2779,-80
2821,-81
2864,-82
2907,-83
3141,-82
3205,-81
3269,-80
3312,-79
3355,-78
3397,-77
3440,-76
3461,-75
3504,-74
3525,-73
3547,-72
3568,-71
3589,-70
3632,-69
3760,-70
3824,-71
3867,-72
3909,-73
3952,-74
4015,-75
4059,-76
4101,-77
4165,-78
4208,-79
4293,-80
4357,-81
4421,-82
4528,-83
4613,-84
4699,-85
4784,-86
5189,-87
5275,-88
5360,-89
5403,-90
5509,-91
5829,-92
5893,-93
5957,-94
5979,-95
6021,-96
6085,-97
6149,-98
6192,-99
6277,-100
6341,-101
6491,-102
6597,-103
6661,-104
6768,-105
7600,-104
7856,-103
7877,-104
7899,-103
8091,-102
8261,-101
8475,-100
8752,-99
9093,-98
9755,-97
10437,-96
10800,-95
11120,-94
11440,-93
12485,-92
13040,-93
13275,-94
13403,-95
13488,-96
13531,-97
13595,-98
13616,-99
13680,-100
13723,-101
13787,-102
13851,-103
13957,-104
14043,-105
14128,-106
14192,-107
14256,-108
14277,-109
14341,-110
14384,-111
14427,-112
14469,-113
14512,-114
14555,-115
14640,-116
14725,-117
14768,-118
14811,-119
14853,-120
14896,-121
14917,-122
14960,-123
15024,-124
15067,-125
15088,-126
15131,-127
15152,-128
15195,-129
15237,-130
15259,-131
15301,-132
15408,-133
15429,-132
15536,-131
15728,-130
15963,-129
16048,-128
16155,-127
16283,-126
16389,-125
16603,-124
16688,-123
16731,-122
16837,-121
17051,-122
17115,-123
17157,-124
17200,-125
17243,-126
17328,-127
17392,-126
17477,-125
17520,-124
17541,-123
17584,-122
17605,-121
17648,-120
17669,-119
17712,-118
17733,-117
17797,-116
17989,-117
18203,-118
18395,-119
18715,-118
18821,-117
18885,-116
18949,-115
18992,-114
19056,-113
19099,-112
19141,-111
19227,-110
19291,-109
19568,-110
19675,-109
19931,-110
20272,-111
20379,-112
20443,-113
20656,-112
20827,-111
21275,-112
21360,-111
21808,-112
21829,-111
21893,-112
22021,-113
22107,-114
22768,-113
22896,-114
22917,-113
22939,-114
22981,-113
23024,-114
23451,-113
28528,-112
28677,-111
28699,-110
28741,-109
28763,-108
28784,-107
28805,-106
28848,-104
28869,-103
28891,-102
28933,-101
28955,-100
28976,-98
28997,-97
29040,-96
29061,-95
29083,-94
29125,-93
29189,-92
29275,-91
29595,-92
29701,-93
29744,-94
29787,-95
29829,-97
29851,-98
29893,-99
29915,-100
29936,-101
29979,-102
30000,-103
30021,-104
30043,-105
30085,-106
30128,-107
30192,-108
30277,-109
30597,-110
30640,-109
32282,-108
32431,-107
32559,-106
32645,-105
32730,-104
32795,-103
32859,-102
32901,-101
32965,-100
33435,-99
35824,-98
35867,-99
36848,-98
36869,-99
38000,-98
40645,-99
40667,-98
45232,-97
45339,-96
45403,-95
45467,-94
45509,-93
45552,-92
45595,-91
45659,-90
45723,-89
45787,-88
45851,-87
45915,-86
45979,-85
46064,-84
46128,-83
46213,-82
46789,-83
47557,-82
47664,-81
47707,-80
47749,-79
47771,-78
47792,-77
47835,-76
47856,-75
47877,-74
47920,-73
47941,-72
47984,-70
48027,-69
48048,-68
48069,-67
48112,-66
48133,-65
48155,-64
48176,-63
48219,-62
48240,-61
48261,-60
48304,-59
48325,-58
48347,-57
48368,-56
48389,-55
48411,-54
48432,-53
48453,-52
48475,-51
48496,-50
48517,-49
48560,-48
48581,-47
48624,-46
48645,-45
48709,-44
48731,-43
48773,-42
48816,-41
48837,-40
48880,-39
48901,-38
48923,-37
48965,-36
48987,-35
49008,-34
49029,-33
49051,-32
49072,-31
49093,-30
49115,-29
49136,-28
49179,-27
49200,-26
49221,-25
49264,-24
49285,-23
49328,-22
49371,-21
49413,-20
49456,-19
49520,-18
49605,-17
49712,-16
49947,-17
50096,-18
50288,-17
50437,-18
50544,-19
50629,-20
50757,-19
51355,-20
51440,-19
51568,-18
51696,-17
51824,-18
52016,-17
52080,-16
52123,-15
52187,-14
52251,-15
52336,-16
52379,-17
52421,-18
52507,-19
52656,-20
52763,-21
52827,-22
52891,-23
52933,-24
52997,-25
53147,-26
53296,-25
53424,-24
53573,-23
53680,-22
53787,-21
53893,-20
54043,-19
56923,-20
57563,-21
57627,-20
57648,-21
59589,-22
59696,-23
59760,-24
59803,-25
59824,-26
59867,-27
59888,-28
59909,-29
59952,-30
59973,-31
60016,-32
60059,-33
60123,-34
60272,-35
60293,-34
60741,-35
60763,-34
60805,-35
60827,-34
61595,-33
61765,-32
61829,-31
61893,-30
61957,-29
62000,-28
62064,-27
62085,-26
62128,-25
62171,-24
62192,-23
62235,-22
62256,-21
62277,-20
62299,-19
62320,-18
62363,-17
62384,-16
62405,-15
62448,-14
62491,-13
62533,-12
62576,-11
62640,-10
62704,-9
62747,-8
62789,-7
62832,-6
62853,-5
62896,-4
62917,-3
62960,-2
62981,-1
63003,-0
63045,2
63088,3
63131,4
63152,5
63216,6
63237,7
63323,8
63408,9
63557,8
63707,7
63856,6
63963,5
64026,4
64091,3
64176,2
64283,1
64389,0
64688,1
65904,0
65925,1
66075,0
69893,-1
70021,-2
70128,-3
70256,-4
70427,-5
70512,-6
70597,-7
70661,-8
70704,-9
70768,-10
70832,-11
70875,-12
70917,-13
70981,-14
71003,-15
71045,-16
71088,-17
71131,-18
71173,-19
71216,-20
71259,-21
71301,-22
71344,-23
71387,-24
71429,-25
71472,-26
71493,-27
71557,-28
71600,-29
71643,-30
71707,-31
71771,-32
71856,-33
72112,-34
72304,-35
72539,-36
72688,-37
73285,-36
73413,-37
73605,-36
74139,-35
74331,-36
74885,-37
74928,-38
74992,-39
75035,-40
75077,-41
75120,-42
75184,-43
75248,-44
75589,-43
75781,-44
75888,-45
75952,-46
75995,-47
76037,-48
76059,-49
76123,-50
76379,-49
77168,-48
77787,-49
78256,-48
79259,-47
79728,-46
79792,-45
79856,-44
79877,-43
79920,-42
79963,-41
80005,-40
80027,-39
80069,-38
80155,-37
80389,-36
80539,-35
80816,-34
81200,-35
81456,-36
81797,-37
82053,-38
82459,-39
82800,-40
83035,-41
83291,-42
83397,-43
83504,-44
83589,-45
83632,-46
83675,-47
83696,-48
83760,-49
83803,-50
83867,-51
83931,-52
84016,-53
84144,-54
84528,-55
84613,-56
84891,-55
85296,-56
85424,-57
85509,-58
85616,-59
86747,-60
86939,-61
87685,-62
89093,-61
89243,-62
89413,-61
89541,-62
89691,-63
89733,-64
89755,-65
89797,-67
89840,-68
89861,-69
89883,-70
89925,-71
89968,-72
89989,-73
90032,-74
90288,-73
90395,-72
90629,-71
90971,-70
91141,-69
91867,-70
91909,-71
91952,-72
91973,-73
91995,-74
92016,-75
92059,-77
92080,-78
92123,-79
92144,-80
92187,-81
92208,-82
92251,-83
92293,-84
92357,-85
92400,-86
92443,-87
92485,-88
92528,-89
92549,-90
92571,-91
92635,-92
92677,-93
92720,-94
92805,-95
92848,-96
92912,-97
93040,-98
93339,-97
93445,-96
93531,-95
93616,-94
93744,-93
93829,-92
93872,-91
93915,-90
93979,-89
94000,-88
94021,-87
94064,-86
94107,-85
94149,-84
94171,-83
94192,-82
94235,-81
94277,-80
94341,-79
94363,-78
94512,-77
94597,-78
94747,-79
95579,-80
95728,-81
95899,-80
96261,-81
96944,-80
98501,-79
100357,-78
103643,-77
104176,-78
107035,-77
107163,-78
107376,-77
107483,-78
107611,-77
112816,-76
113093,-77
113520,-76
114437,-77
118341,-78
119152,-79
119216,-80
119301,-81
119365,-82
119472,-83
119600,-84
119749,-85
119835,-86
119920,-87
119984,-88
120048,-89
120112,-90
120155,-91
120219,-92
120261,-93
120283,-94
120325,-95
120368,-96
120432,-97
120453,-98
120496,-99
120517,-100
120539,-101
120581,-102
120603,-103
120645,-104
120688,-105
120731,-106
120773,-107
120880,-106
120944,-105
121029,-104
121221,-103
121307,-102
121392,-101
121456,-100
121499,-99
121563,-98
121584,-97
121605,-96
121648,-95
121691,-94
121712,-93
121733,-92
121755,-91
121776,-90
121797,-89
121819,-88
121840,-87
121861,-86
121904,-85
121925,-84
121947,-83
121968,-82
121989,-81
122011,-80
122053,-78
122075,-77
122117,-76
122139,-75
122160,-74
122181,-73
122224,-72
122245,-71
122267,-70
122331,-69
122352,-68
122373,-67
122437,-66
122501,-65
122565,-64
122736,-63
122800,-62
122821,-61
122864,-60
122885,-59
122907,-58
122949,-57
122992,-56
123013,-55
123077,-54
123184,-55
123291,-56
123376,-57
123995,-58
124656,-59
124933,-60
125104,-61
125211,-62
125360,-63
125552,-64
125701,-63
125936,-64
126107,-65
126171,-66
126235,-67
126256,-68
126277,-69
126299,-70
126341,-71
126363,-72
126384,-73
126405,-74
126427,-75
126448,-76
126469,-77
126491,-78
126533,-79
126555,-80
126597,-81
126640,-82
126725,-83
126896,-84
127131,-85
127280,-86
127408,-87
127963,-86
128623,-85
128986,-86
129115,-87
129221,-88
129307,-89
129413,-90
129498,-91
129584,-92
129627,-93
129691,-94
129754,-95
129819,-96
129883,-97
129947,-98
130032,-99
130096,-100
130181,-101
130266,-102
130352,-103
130437,-104
130522,-105
130651,-106
130757,-107
130821,-108
130864,-109
130927,-110
130971,-111
131013,-112
131077,-113
131120,-114
131141,-115
131227,-116
131291,-117
131376,-118
131461,-119
131525,-120
131611,-121
131867,-120
131973,-119
132144,-118
132251,-117
132336,-116
132379,-115
132443,-114
132485,-113
132528,-112
132571,-111
132592,-110
132635,-109
132656,-108
132699,-107
132720,-106
132741,-105
132784,-104
132805,-103
132848,-102
132869,-101
132891,-100
132912,-99
132933,-98
132955,-97
132997,-96
133019,-95
133040,-93
133061,-92
133083,-91
133104,-90
133125,-88
133147,-87
133189,-85
133211,-84
133232,-83
133253,-82
133275,-81
133296,-80
133317,-79
133339,-78
133360,-77
133381,-76
133403,-75
133424,-74
133445,-73
133488,-72
133509,-71
133552,-70
133573,-69
133595,-68
133637,-67
133680,-66
133701,-65
133723,-64
133765,-63
133808,-62
133851,-61
133893,-60
133957,-59
134021,-58
134085,-57
134149,-56
134213,-55
134277,-54
134363,-53
134661,-54
134768,-55
134853,-56
134917,-57
134960,-58
135003,-59
135045,-60
135067,-61
135131,-62
135152,-63
135173,-64
135216,-65
135237,-66
135259,-67
135301,-68
