Time,Angle
1,-164
75,-163
139,-162
161,-161
203,-160
246,-159
267,-158
310,-157
331,-156
353,-155
395,-154
438,-153
459,-152
481,-151
502,-150
523,-149
545,-148
566,-147
587,-146
609,-145
630,-144
673,-143
694,-142
715,-141
737,-140
758,-139
779,-138
822,-137
843,-136
886,-135
907,-134
929,-133
993,-132
1057,-131
1313,-130
1334,-131
1590,-132
1697,-133
1761,-134
1803,-135
1846,-136
1867,-137
1910,-138
1953,-139
1995,-140
2059,-141
2123,-142
2209,-143
2294,-144
2529,-143
2550,-142
2593,-141
2614,-139
2635,-138
2657,-136
2678,-135
2699,-134
2721,-132
2742,-130
2763,-127
2785,-126
2806,-124
2827,-121
2849,-120
2870,-116
2891,-114
2913,-111
2934,-109
2977,-107
2998,-105
3019,-103
3041,-102
3062,-101
3083,-100
3105,-99
3126,-97
3169,-96
3190,-95
3233,-94
3275,-93
3297,-92
3318,-91
3339,-89
3361,-88
3382,-87
3403,-85
3425,-84
3446,-83
3467,-82
3489,-81
3510,-79
3553,-78
3574,-77
3595,-75
3638,-72
3681,-70
3702,-69
3723,-67
3766,-66
3787,-65
3809,-64
3830,-63
3851,-62
3873,-61
3894,-60
3915,-59
3937,-58
3979,-57
4001,-56
4022,-55
4043,-54
4065,-53
4107,-52
4129,-51
4150,-50
4171,-49
4214,-48
4235,-47
4257,-46
4299,-45
4321,-44
4342,-43
4385,-42
4449,-41
4491,-40
4534,-39
4577,-38
4641,-37
4875,-38
4961,-39
5025,-40
5067,-41
5131,-42
5153,-43
5174,-44
5195,-45
5217,-46
5238,-47
5259,-48
5281,-49
5302,-52
5323,-54
5345,-55
5366,-57
5387,-59
5409,-61
5430,-63
5451,-65
5473,-67
5494,-68
5515,-70
5537,-71
5558,-73
5579,-75
5601,-77
5622,-80
5643,-81
5665,-83
5686,-86
5707,-88
5729,-90
5750,-93
5771,-97
5793,-99
5814,-101
5835,-103
5857,-105
5878,-106
5899,-110
5921,-112
5942,-115
5963,-117
5985,-119
6006,-121
6027,-122
6049,-124
6070,-125
6091,-126
6113,-129
6155,-131
6177,-132
6198,-133
6219,-134
6241,-135
6262,-137
6283,-138
6305,-139
6326,-140
6347,-141
6369,-142
6390,-143
6411,-144
6433,-146
6454,-147
6475,-148
6539,-149
6561,-150
6582,-151
6625,-152
6689,-153
6753,-154
6859,-155
6966,-156
6987,-155
7073,-156
7243,-155
7350,-154
7414,-153
7435,-152
7478,-151
7521,-150
7542,-149
7606,-148
8011,-149
8097,-150
8246,-151
8758,-150
9163,-149
9419,-148
9739,-149
9782,-148
9803,-149
10187,-150
10251,-151
10294,-152
10315,-154
10358,-155
10379,-156
10401,-157
10422,-158
10465,-159
10486,-160
10657,-159
11019,-158
11211,-159
11254,-158
11275,-159
11873,-158
12321,-157
12598,-156
12705,-155
12747,-154
12790,-153
12833,-152
12854,-151
12897,-150
12918,-149
12939,-148
12982,-147
13025,-146
13067,-145
13089,-144
13131,-143
13153,-142
13174,-141
13217,-140
13238,-139
13259,-138
13281,-137
13323,-136
13345,-135
13387,-134
13409,-133
13451,-132
13494,-131
13537,-130
13558,-129
13601,-128
13665,-127
13707,-126
13750,-125
13814,-124
13899,-123
14006,-122
14070,-121
14177,-120
14262,-119
14390,-118
14603,-117
14859,-118
14966,-119
15030,-120
15137,-121
15243,-122
15350,-123
15627,-124
15670,-123
15713,-124
15755,-123
15777,-124
15819,-123
15862,-124
16118,-125
16182,-126
16203,-127
16225,-129
16266,-130
16289,-132
16310,-134
16330,-137
16353,-138
16374,-140
16395,-142
16417,-144
16438,-146
16481,-149
16502,-151
16523,-152
16545,-153
16566,-154
16587,-156
16609,-157
16651,-159
16673,-161
16694,-163
16715,-164
16737,-165
16758,-166
16779,-168
16801,-169
16822,-170
16843,-171
16865,-172
16886,-173
16929,-174
16950,-175
17014,-176
17035,-177
17078,-178
17121,-179
17142,-180
17185,180
17206,179
17249,178
17270,177
17291,176
17313,175
17334,174
17377,173
17398,172
17419,170
17441,169
17462,167
17505,166
17526,164
17547,163
17590,161
17611,160
17633,158
17654,157
17697,156
17718,155
17739,154
17782,153
17825,152
17867,151
17910,150
17974,149
18017,148
18038,147
18081,146
18123,145
18145,144
18166,143
18187,142
18209,141
18251,140
18273,139
18294,138
18337,137
18379,136
18486,135
18593,134
18614,133
18657,132
18678,131
18699,129
18742,127
18763,126
18785,125
18806,124
18827,123
18870,122
18891,120
18913,119
18955,118
18977,117
19041,116
19083,115
19147,114
19211,113
19233,112
19297,111
19339,110
19382,109
19446,108
19467,107
19510,106
19553,105
19595,104
19617,103
19681,102
19702,101
19723,100
19787,99
19830,98
19851,97
19894,96
19937,95
20001,94
20043,93
20129,92
20193,91
20299,90
20406,89
20491,88
20577,87
20641,86
20683,85
20769,84
20875,85
20918,86
20939,87
20961,88
20982,89
21003,91
21025,92
21046,95
21067,97
21089,98
21110,100
21131,103
21153,106
21174,111
21195,113
21217,115
21238,121
21259,123
21281,129
21302,131
21323,137
21345,142
21366,144
21387,148
21409,153
21430,155
21451,161
21473,165
21494,169
21515,173
21537,175
21558,179
21579,-177
21601,-174
21622,-172
