Time,Angle
1,-127
33,-126
54,-125
97,-124
118,-123
139,-122
182,-120
203,-119
225,-118
267,-117
289,-116
331,-115
353,-114
395,-113
438,-112
481,-111
523,-110
566,-109
609,-108
651,-107
694,-106
758,-105
801,-104
865,-103
929,-102
1013,-101
1121,-100
1249,-99
1355,-98
1462,-97
1633,-96
1846,-95
2145,-94
2187,-95
2315,-94
2507,-95
2635,-96
2721,-97
2785,-98
2891,-99
3041,-100
3873,-101
4513,-102
5302,-103
5793,-104
5857,-105
5899,-106
5921,-107
5942,-108
5963,-110
5985,-111
6006,-113
6027,-115
6049,-117
6091,-119
6113,-120
6134,-121
6177,-122
6219,-123
6283,-124
6561,-125
6625,-126
6667,-127
6689,-128
6710,-130
6731,-131
6753,-132
6774,-134
6795,-135
6817,-137
6838,-138
6859,-139
6902,-140
7137,-141
7201,-142
7265,-143
7329,-144
7371,-145
7457,-146
7542,-147
7627,-148
7713,-149
7905,-148
7990,-147
8054,-146
8118,-145
8181,-144
8246,-143
8993,-144
9099,-145
9163,-146
9249,-147
9441,-146
9675,-145
10209,-146
10401,-145
10529,-144
10806,-143
10870,-144
11126,-145
11211,-144
12022,-143
12214,-142
12321,-141
12491,-140
12619,-141
13089,-140
13217,-139
13323,-138
13409,-137
13494,-136
13622,-135
13771,-134
13942,-133
14027,-132
14113,-131
14219,-130
14817,-129
14881,-128
14923,-127
14966,-126
15009,-125
15073,-124
15158,-123
15478,-124
16609,-125
17398,-126
17462,-127
17483,-128
17505,-129
17526,-130
17547,-131
17569,-132
17590,-133
17611,-134
17654,-135
17697,-136
17739,-137
18081,-136
18166,-135
18187,-134
18251,-133
18315,-132
18358,-131
18422,-130
18507,-129
18593,-128
18721,-127
18913,-126
19126,-125
19233,-124
19339,-123
19425,-122
19510,-121
19851,-122
20193,-121
20321,-120
20385,-119
20449,-118
20513,-117
20598,-116
20641,-115
20705,-114
20790,-113
20918,-114
20982,-115
21025,-116
21067,-117
21089,-118
21131,-119
21174,-120
21238,-121
21409,-120
21451,-119
21473,-118
21494,-117
21537,-116
21558,-115
21579,-114
21601,-113
21622,-112
21643,-111
21665,-110
21686,-109
21707,-107
21729,-106
21750,-104
21771,-102
21793,-100
21814,-99
21835,-97
21857,-95
21878,-92
21899,-90
21921,-89
21942,-87
21963,-85
21985,-83
22027,-82
22049,-80
22070,-79
22113,-78
22155,-77
22177,-76
22198,-75
22219,-74
22241,-73
22262,-72
22283,-71
22305,-70
22326,-69
22347,-68
22369,-66
22390,-65
22411,-64
22433,-62
22454,-61
22475,-60
22497,-59
22518,-58
