Time,Angle
1,-167
78,-166
142,-165
206,-164
292,-163
377,-162
398,-161
441,-160
484,-159
505,-158
526,-157
569,-156
590,-155
612,-154
633,-153
676,-152
697,-151
718,-150
740,-149
761,-148
782,-147
804,-146
825,-145
846,-144
868,-143
889,-142
910,-141
953,-140
974,-138
996,-137
1017,-136
1060,-135
1081,-134
1102,-133
1145,-132
1166,-131
1188,-130
1209,-129
1252,-128
1273,-127
1316,-126
1358,-125
1465,-124
1678,-125
2105,-126
2169,-127
2233,-128
2318,-129
2382,-130
2425,-131
2446,-132
2489,-133
2510,-134
2553,-135
2596,-136
2617,-137
2660,-138
2702,-139
2724,-140
2766,-141
2788,-142
2830,-143
2873,-144
2894,-145
2937,-146
2958,-147
3001,-148
3022,-149
3065,-150
3086,-151
3108,-153
3150,-154
3172,-156
3214,-157
3236,-158
3257,-159
3278,-160
3300,-161
3321,-162
3342,-163
3364,-164
3385,-165
3406,-166
3428,-167
3449,-168
3470,-169
3492,-170
3513,-171
3534,-172
3577,-173
3598,-174
3620,-175
3662,-176
3705,-177
3748,-178
3769,-180
3790,180
3812,179
3833,178
3854,177
3876,176
3918,174
3940,173
3982,172
4004,171
4046,170
4068,169
4110,168
4132,167
4153,166
4196,165
4217,164
4238,163
4281,162
4345,161
4388,160
4430,159
4473,158
4537,157
4622,156
4836,155
4942,156
5070,155
5156,154
5198,153
5284,152
5540,151
5646,150
5753,149
5924,150
6073,151
6244,152
6350,153
6414,154
6500,155
6521,156
6585,157
6606,158
6649,159
6670,160
6692,161
6734,162
6777,163
6820,164
6884,165
6926,166
6969,167
6990,168
7012,171
7033,172
7054,173
7076,175
7097,177
7118,179
7140,-179
7161,-177
7182,-175
7204,-173
7225,-171
7246,-170
7268,-169
7289,-168
7310,-167
7332,-166
7353,-165
7396,-164
7545,-165
7588,-166
7652,-167
7673,-168
7737,-169
7758,-170
7801,-171
7844,-172
7886,-173
7972,-174
8036,-175
8120,-176
8184,-177
8249,-178
8334,-179
8484,-180
8569,180
8761,179
8868,180
9017,-180
9124,-179
9316,-180
9337,180
9358,179
9401,178
9422,177
9465,176
9508,175
9550,174
9593,173
9657,172
9742,171
9806,170
9892,169
10148,168
10852,167
11065,166
11257,165
11534,166
12174,165
13284,166
14286,167
17017,168
17060,170
17081,171
17102,173
17124,174
17145,176
17166,177
17188,179
17209,-179
17230,-177
17252,-176
17273,-175
17294,-174
17316,-173
17337,-172
17358,-171
17380,-170
17444,-169
17593,-168
17614,-167
17636,-166
17657,-165
17678,-163
17700,-161
17721,-159
17742,-158
17764,-156
17785,-154
17806,-152
17828,-151
17849,-150
