Time,Angle
1,-12
97,-11
353,-12
417,-13
459,-14
737,-15
886,-16
1035,-17
1121,-18
1419,-19
1462,-20
1505,-21
1547,-22
1569,-23
1611,-24
1633,-25
1675,-26
1718,-27
1739,-28
1782,-29
1953,-28
1995,-27
2038,-26
2059,-25
2081,-24
2102,-22
2123,-21
2166,-20
2187,-19
2209,-18
2230,-17
2251,-16
2273,-15
2315,-14
2337,-13
2358,-12
2379,-10
2401,-9
2422,-8
2465,-7
2486,-6
2507,-5
2529,-3
2571,-2
2593,-1
2657,-0
2763,1
2849,2
2891,3
2955,4
2998,5
3041,6
3062,7
3105,8
3147,9
3169,10
3190,11
3254,12
3361,13
3446,14
3510,15
3531,16
3574,17
3595,18
3617,19
3638,20
3659,21
3681,22
3702,23
3723,24
3745,25
3766,26
3787,27
3830,29
3894,30
3958,31
4043,32
4150,33
4257,34
4299,33
4363,32
4385,31
4427,30
4449,29
4470,28
4491,26
4513,24
4555,22
4577,21
4598,19
4619,18
4641,16
4662,14
4683,13
4705,11
4726,10
4747,8
4769,7
4790,5
4811,2
4833,1
4854,-0
4875,-2
4897,-4
4918,-5
4939,-7
4961,-9
4982,-11
5003,-13
5025,-14
5046,-16
5067,-18
5089,-20
5110,-21
5131,-25
5153,-27
5174,-29
5195,-32
5217,-33
5238,-36
5259,-39
5281,-42
5302,-45
5323,-48
5345,-51
5366,-54
5387,-57
5409,-58
5430,-61
5451,-65
5473,-67
5494,-68
5515,-70
5537,-72
5558,-73
5579,-75
5622,-77
5643,-78
5686,-79
5707,-80
5750,-81
5771,-82
5793,-83
5835,-84
5857,-85
5899,-86
5921,-87
5942,-88
5963,-89
6006,-90
6027,-91
6049,-92
6091,-93
6113,-94
6134,-95
6155,-96
6198,-97
6241,-98
6283,-99
6347,-100
6433,-101
6518,-102
6710,-101
6774,-100
6817,-99
6859,-98
6881,-97
6923,-96
6945,-95
7009,-94
7158,-95
7201,-96
7243,-98
7265,-99
7286,-100
7329,-101
7350,-103
7371,-104
7393,-106
7435,-107
7457,-109
7478,-110
7499,-111
7521,-112
7542,-113
7563,-115
7585,-116
7606,-117
7627,-118
7649,-119
7670,-120
7713,-121
7734,-123
7755,-124
7798,-125
7841,-126
7862,-127
7905,-128
7926,-129
7990,-130
8246,-131
8331,-132
8395,-133
8459,-134
8502,-135
8523,-136
8566,-137
8609,-138
8694,-139
9163,-138
9355,-139
9441,-140
9526,-141
9590,-142
9654,-143
9675,-144
9739,-145
9782,-146
9846,-147
9867,-148
9931,-149
9995,-150
