Time,Angle
1,-19
36,-20
78,-21
100,-23
121,-24
142,-25
185,-27
206,-29
228,-30
249,-31
270,-32
292,-34
313,-35
334,-37
356,-39
377,-40
398,-42
420,-44
462,-46
484,-48
505,-50
526,-51
548,-52
569,-53
590,-54
612,-55
654,-57
697,-58
782,-59
996,-60
1145,-59
1166,-58
1188,-57
1209,-56
1230,-55
1252,-53
1273,-51
1294,-50
1316,-48
1337,-47
1358,-46
1401,-45
1465,-44
1572,-45
1636,-46
1657,-47
1700,-48
1742,-49
1785,-50
1806,-51
1892,-52
1934,-53
1956,-54
1977,-55
1998,-56
2020,-57
2041,-58
2084,-59
2105,-61
2126,-63
2148,-64
2169,-65
2190,-66
2212,-67
2233,-69
2276,-71
2297,-73
2318,-74
2361,-76
2382,-77
2404,-78
2425,-79
2446,-81
2468,-82
2489,-83
2510,-84
2532,-85
2553,-86
2574,-87
2596,-88
2617,-89
2638,-90
2660,-91
2681,-92
2702,-93
2745,-95
2766,-96
2788,-97
2809,-98
2852,-99
2894,-100
2980,-99
3150,-100
3193,-101
3236,-102
3278,-103
3364,-104
3428,-103
3492,-102
3534,-101
3577,-100
3620,-99
3662,-98
3726,-97
3748,-96
3769,-95
3790,-94
3812,-93
3833,-92
3876,-91
3897,-90
3918,-89
3961,-88
4004,-87
4025,-86
4046,-85
4089,-84
4110,-83
4153,-82
4196,-81
4217,-80
4238,-79
4260,-78
4281,-77
4302,-76
4324,-75
4345,-74
4366,-73
4388,-71
4409,-70
4452,-69
4494,-68
4793,-69
4814,-70
4857,-71
4878,-73
4900,-74
4921,-75
4942,-76
4964,-77
4985,-78
5006,-80
5028,-81
5049,-83
5070,-85
5092,-88
5113,-89
5134,-91
5156,-94
5177,-96
5198,-99
5220,-100
5241,-102
5262,-104
5284,-105
5305,-107
5348,-108
5369,-110
5412,-111
5454,-112
5518,-113
5540,-114
5561,-115
5582,-116
5604,-117
5646,-118
5668,-119
5689,-120
5710,-121
5732,-122
5753,-123
5774,-124
5796,-125
5817,-126
5838,-127
5860,-128
5881,-129
5902,-130
5945,-131
5966,-132
6009,-133
6052,-134
