Time,Angle
1,-126
36,-125
78,-124
121,-123
185,-122
206,-121
249,-120
292,-119
334,-118
377,-117
462,-116
505,-115
548,-114
612,-113
676,-112
697,-111
740,-110
782,-109
804,-108
846,-107
868,-106
910,-105
953,-104
996,-103
1038,-102
1102,-101
1380,-102
1508,-103
1636,-104
1785,-103
1998,-102
2020,-103
2041,-102
2297,-101
2382,-100
2446,-99
2489,-98
2532,-97
2574,-96
2617,-95
2638,-94
2660,-93
2681,-92
2702,-90
2724,-89
2745,-88
2766,-86
2788,-84
2809,-82
2830,-81
2852,-79
2873,-78
2894,-77
2916,-76
2958,-75
2980,-74
3086,-73
3150,-72
3193,-71
3236,-70
3257,-69
3278,-68
3300,-67
3321,-66
3342,-65
3385,-64
3449,-63
3662,-64
3961,-63
4004,-62
4046,-61
4089,-60
4132,-59
4153,-58
4217,-57
4260,-56
4302,-55
4345,-54
4409,-53
4473,-52
4537,-51
4601,-50
4644,-49
4708,-48
4793,-47
4857,-46
4921,-45
4964,-44
5006,-43
5049,-42
5092,-41
5134,-40
5198,-39
5241,-38
5284,-37
5326,-36
5390,-35
5497,-34
5561,-33
5646,-32
5689,-31
5753,-30
5796,-29
5860,-28
5945,-27
6094,-26
6222,-25
6308,-24
6393,-23
6478,-22
6585,-23
6628,-24
6649,-25
6692,-27
6713,-28
6734,-29
6756,-30
6777,-31
6798,-32
6820,-33
6862,-34
6884,-35
6926,-36
6969,-37
7054,-38
7204,-39
7438,-40
7566,-41
7694,-42
7780,-43
7865,-44
7950,-45
8014,-46
8078,-47
8164,-48
8356,-49
8505,-50
8633,-51
8697,-52
8804,-53
8910,-54
9124,-53
9252,-52
9508,-51
9913,-50
10212,-51
10894,-52
11022,-53
11150,-54
11534,-55
12046,-56
12196,-57
12324,-58
12494,-59
12622,-58
13028,-57
13177,-56
13348,-55
13476,-54
13945,-53
20729,-54
21028,-55
21220,-56
21476,-55
22137,-56
22521,-57
22628,-58
22670,-59
22713,-60
22734,-61
22756,-62
22798,-63
22820,-64
22841,-65
22862,-67
22905,-69
22926,-70
22948,-71
22969,-72
22990,-73
23033,-74
23054,-76
23097,-77
23140,-78
23161,-79
23204,-80
23225,-81
23268,-82
23310,-83
23353,-84
23396,-85
23438,-86
23502,-87
23545,-88
23588,-89
23630,-90
23716,-91
23780,-92
23886,-93
23950,-94
24014,-95
24100,-96
24185,-97
24270,-98
24356,-99
24441,-100
24526,-101
24612,-102
24868,-101
24953,-102
24974,-101
24996,-102
25124,-103
25188,-104
25252,-105
25294,-106
25337,-107
25358,-108
25401,-109
25422,-110
25465,-111
25508,-112
25700,-111
26084,-112
26382,-111
26532,-110
26638,-109
26745,-108
26852,-109
27193,-108
27449,-109
28025,-110
28089,-111
28153,-112
28196,-113
28260,-114
28388,-115
28686,-116
28772,-117
28857,-118
28942,-119
29049,-120
29134,-121
29220,-122
29262,-123
29284,-124
29305,-125
29326,-126
29348,-127
29369,-129
29390,-130
29412,-132
29433,-133
29454,-135
29497,-136
29518,-138
29540,-139
29561,-140
29582,-141
29625,-142
29668,-143
29710,-144
29838,-145
29988,-146
30052,-147
30116,-148
30201,-149
30222,-150
30265,-151
30308,-152
30393,-153
30606,-154
30692,-155
30734,-156
30798,-157
30862,-158
30926,-159
31012,-160
31118,-161
31310,-162
31396,-163
31481,-164
31566,-165
31652,-166
31716,-167
31801,-168
31865,-169
31993,-170
32099,-171
32270,-172
32398,-173
32462,-174
32504,-175
32568,-176
32611,-177
32654,-178
32696,-179
32739,-180
32760,180
32782,179
32804,178
32846,177
32889,176
32953,175
32996,174
33038,173
33081,172
33145,171
33230,170
33337,169
33486,168
33870,169
34041,168
34276,169
34489,170
34596,171
34681,172
34766,173
34873,174
34958,175
35044,176
35065,177
35086,178
35108,179
35129,180
35150,-179
35172,-177
35193,-176
35214,-174
35236,-172
35257,-171
35278,-170
35300,-168
35321,-167
35342,-166
35364,-164
35385,-163
35406,-162
35428,-161
35449,-160
35470,-159
35492,-158
35513,-157
35534,-155
35556,-154
35598,-153
35620,-152
35641,-151
35684,-150
35705,-149
35726,-148
35748,-147
35790,-146
35812,-145
35854,-144
35876,-143
35918,-142
35940,-141
35982,-140
36004,-139
36025,-138
36089,-137
36132,-136
36174,-135
36238,-134
36324,-133
36388,-132
36473,-131
36516,-130
36601,-129
36686,-128
